item_nbr,store_nbr,mae,mean_sales,mae_pct,safety_stock,reorder_point,eoq,ABC,XYZ,ABC_XYZ,family,perishable,unit_price,daily_revenue,revenue_at_risk,annual_revenue,annual_revenue_at_risk,stockout_prob,daily_stockout_cost,annual_stockout_cost,current_stock,alert,alert_urgency
1047690,1,6.08,20.98,29.0,35,182,619,A,Z,AZ,BEVERAGES,0,3.0,62.94,18.240000000000002,22973.1,6657.6,0.18,11.329199999999998,4135.157999999999,145.0,True,Reorder Now
1047696,1,1.44,2.32,61.9,8,25,206,A,Z,AZ,BEVERAGES,0,3.0,6.959999999999999,4.32,2540.3999999999996,1576.8000000000002,0.18,1.2527999999999997,457.2719999999999,29.0,False,OK
1047702,1,2.15,2.81,76.5,9,29,226,A,Z,AZ,BEVERAGES,0,3.0,8.43,6.449999999999999,3076.95,2354.2499999999995,0.18,1.5173999999999999,553.851,20.0,True,Reorder Now
1047703,1,2.08,3.66,56.8,11,37,258,A,Z,AZ,BEVERAGES,0,3.0,10.98,6.24,4007.7000000000003,2277.6,0.18,1.9764,721.386,18.0,True,Critical
1047717,1,0.86,1.96,44.1,5,19,189,A,Z,AZ,BEVERAGES,0,3.0,5.88,2.58,2146.2,941.7,0.18,1.0584,386.31600000000003,11.0,True,Reorder Now
1047733,1,2.1,2.68,78.2,11,30,221,A,Z,AZ,BEVERAGES,0,3.0,8.040000000000001,6.300000000000001,2934.6000000000004,2299.5000000000005,0.18,1.4472,528.2280000000001,17.0,True,Reorder Now
1047735,1,2.29,3.92,58.4,13,40,268,A,Z,AZ,BEVERAGES,0,3.0,11.76,6.87,4292.4,2507.55,0.18,2.1168,772.6320000000001,23.0,True,Reorder Now
1047743,1,2.43,2.1,115.8,8,23,196,A,Z,AZ,BEVERAGES,0,3.0,6.300000000000001,7.290000000000001,2299.5000000000005,2660.8500000000004,0.18,1.1340000000000001,413.91,13.0,True,Reorder Now
1047751,1,2.52,3.98,63.2,13,40,270,A,Z,AZ,BEVERAGES,0,3.0,11.94,7.5600000000000005,4358.099999999999,2759.4,0.18,2.1492,784.458,47.0,False,OK
1047752,1,1.9,3.06,62.2,8,30,236,A,Z,AZ,BEVERAGES,0,3.0,9.18,5.699999999999999,3350.7,2080.4999999999995,0.18,1.6523999999999999,603.126,19.0,True,Reorder Now
1047753,1,3.19,6.34,50.3,17,62,340,A,Z,AZ,BEVERAGES,0,3.0,19.02,9.57,6942.3,3493.05,0.18,3.4236,1249.614,51.0,True,Reorder Now
1047755,1,2.23,4.95,45.0,11,46,301,A,Z,AZ,BEVERAGES,0,3.0,14.850000000000001,6.6899999999999995,5420.250000000001,2441.85,0.18,2.673,975.645,68.0,False,OK
1047756,1,2.31,3.8,60.9,12,39,263,A,Z,AZ,BEVERAGES,0,3.0,11.399999999999999,6.93,4160.999999999999,2529.45,0.18,2.0519999999999996,748.9799999999999,38.0,True,Reorder Now
1047757,1,2.09,2.81,74.3,11,30,226,A,Z,AZ,BEVERAGES,0,3.0,8.43,6.27,3076.95,2288.5499999999997,0.18,1.5173999999999999,553.851,36.0,False,OK
1047758,1,1.97,3.21,61.5,10,33,242,A,Z,AZ,BEVERAGES,0,3.0,9.629999999999999,5.91,3514.95,2157.15,0.18,1.7333999999999998,632.6909999999999,20.0,True,Reorder Now
1047772,1,10.5,12.14,86.5,89,174,471,A,Z,AZ,BEVERAGES,0,3.0,36.42,31.5,13293.300000000001,11497.5,0.18,6.5556,2392.794,110.0,True,Reorder Now
1047773,1,5.0,6.46,77.3,71,116,343,A,Z,AZ,BEVERAGES,0,3.0,19.38,15.0,7073.7,5475.0,0.18,3.4883999999999995,1273.2659999999998,52.0,True,Critical
1047774,1,5.77,7.82,73.8,39,94,378,A,Z,AZ,BEVERAGES,0,3.0,23.46,17.31,8562.9,6318.15,0.18,4.2228,1541.3220000000001,57.0,True,Reorder Now
1047775,1,6.06,6.94,87.3,45,94,356,A,Z,AZ,BEVERAGES,0,3.0,20.82,18.18,7599.3,6635.7,0.18,3.7476,1367.874,69.0,True,Reorder Now
1047786,1,3.1,5.61,55.3,18,57,320,A,Z,AZ,BEVERAGES,0,3.0,16.830000000000002,9.3,6142.950000000001,3394.5000000000005,0.18,3.0294000000000003,1105.7310000000002,35.0,True,Reorder Now
1047790,1,3.98,7.91,50.3,24,79,380,A,Z,AZ,BEVERAGES,0,3.0,23.73,11.94,8661.45,4358.099999999999,0.18,4.2714,1559.061,40.0,True,Reorder Now
1050142,1,1.4,2.37,59.1,9,26,208,A,Z,AZ,BEVERAGES,0,3.0,7.11,4.199999999999999,2595.15,1532.9999999999998,0.18,1.2798,467.127,14.0,True,Reorder Now
1052563,1,5.16,11.03,46.8,29,106,449,A,Z,AZ,GROCERY I,0,2.5,27.575,12.9,10064.875,4708.5,0.18,4.9635,1811.6775,101.0,True,Reorder Now
1057033,1,5.38,11.36,47.3,34,114,455,A,Y,AY,GROCERY I,0,2.5,28.4,13.45,10366.0,4909.25,0.08,2.272,829.28,74.0,True,Reorder Now
1057034,1,1.37,4.06,33.8,9,37,272,A,Z,AZ,GROCERY I,0,2.5,10.149999999999999,3.4250000000000003,3704.7499999999995,1250.125,0.18,1.8269999999999997,666.8549999999999,31.0,True,Reorder Now
1057491,1,2.73,3.33,82.0,14,37,246,A,Y,AY,CLEANING,0,4.0,13.32,10.92,4861.8,3985.8,0.08,1.0656,388.944,37.0,True,Reorder Now
1057495,1,2.95,3.33,88.7,11,35,246,A,Z,AZ,CLEANING,0,4.0,13.32,11.8,4861.8,4307.0,0.18,2.3976,875.124,43.0,False,OK
1060036,1,3.7,4.38,84.7,23,54,283,A,Z,AZ,BEVERAGES,0,3.0,13.14,11.100000000000001,4796.1,4051.5000000000005,0.18,2.3652,863.2980000000001,24.0,True,Critical
1062374,1,2.81,3.59,78.5,11,36,256,A,Z,AZ,MEATS,1,8.0,28.72,22.48,10482.8,8205.2,0.18,5.1696,2830.3559999999998,49.0,False,OK
1062926,1,2.81,3.9,72.0,12,40,267,A,Z,AZ,BEVERAGES,0,3.0,11.7,8.43,4270.5,3076.95,0.18,2.106,768.6899999999999,46.0,False,OK
1066900,1,5.53,7.6,72.8,33,86,373,A,Z,AZ,BEVERAGES,0,3.0,22.799999999999997,16.59,8321.999999999998,6055.35,0.18,4.103999999999999,1497.9599999999998,43.0,True,Critical
1066901,1,4.36,7.4,58.9,35,86,367,A,Z,AZ,BEVERAGES,0,3.0,22.200000000000003,13.080000000000002,8103.000000000001,4774.200000000001,0.18,3.9960000000000004,1458.5400000000002,125.0,False,OK
1070962,1,1.41,2.0,70.6,6,20,191,A,Z,AZ,GROCERY I,0,2.5,5.0,3.525,1825.0,1286.625,0.18,0.8999999999999999,328.49999999999994,30.0,False,OK
1071928,1,1.03,2.07,49.8,6,20,194,A,Z,AZ,PERSONAL CARE,0,5.0,10.35,5.15,3777.75,1879.7500000000002,0.18,1.8629999999999998,679.9949999999999,9.0,True,Critical
1071949,1,3.12,5.5,56.8,18,56,317,A,Z,AZ,BEVERAGES,0,3.0,16.5,9.36,6022.5,3416.3999999999996,0.18,2.9699999999999998,1084.05,41.0,True,Reorder Now
1074327,1,12.15,13.46,90.3,43,137,496,A,Z,AZ,BEVERAGES,0,3.0,40.38,36.45,14738.7,13304.250000000002,0.18,7.2684,2652.966,187.0,False,OK
1076066,1,1.98,3.25,60.9,12,35,244,A,Y,AY,GROCERY I,0,2.5,8.125,4.95,2965.625,1806.75,0.08,0.65,237.25,45.0,False,OK
1080021,1,1.24,2.28,54.2,6,22,204,A,Y,AY,GROCERY I,0,2.5,5.699999999999999,3.1,2080.4999999999995,1131.5,0.08,0.45599999999999996,166.44,14.0,True,Reorder Now
1080756,1,0.89,1.11,80.1,1,9,142,A,Z,AZ,GROCERY I,0,2.5,2.7750000000000004,2.225,1012.8750000000001,812.125,0.18,0.49950000000000006,182.31750000000002,6.0,True,Reorder Now
1081359,1,0.95,2.23,42.6,6,21,202,A,Z,AZ,GROCERY I,0,2.5,5.575,2.375,2034.875,866.875,0.18,1.0035,366.27750000000003,18.0,True,Reorder Now
1082042,1,2.84,4.49,63.4,16,48,286,A,Z,AZ,GROCERY I,0,2.5,11.225000000000001,7.1,4097.125000000001,2591.5,0.18,2.0205,737.4825000000001,47.0,True,Reorder Now
1083152,1,4.1,15.03,27.3,24,129,524,A,Z,AZ,DAIRY,1,2.2,33.066,9.02,12069.09,3292.2999999999997,0.18,5.95188,3258.6543,147.0,False,OK
1083196,1,2.79,8.67,32.2,21,81,398,A,Z,AZ,DAIRY,1,2.2,19.074,6.138000000000001,6962.01,2240.3700000000003,0.18,3.43332,1879.7427000000002,68.0,True,Reorder Now
1084437,1,2.12,3.94,53.7,13,40,268,A,Z,AZ,GROCERY I,0,2.5,9.85,5.300000000000001,3595.25,1934.5000000000002,0.18,1.773,647.145,38.0,True,Reorder Now
1084881,1,1.9,4.16,45.8,10,39,275,A,Z,AZ,GROCERY I,0,2.5,10.4,4.75,3796.0,1733.75,0.18,1.8719999999999999,683.28,51.0,False,OK
1084882,1,1.6,3.02,53.1,11,32,235,A,Z,AZ,GROCERY I,0,2.5,7.55,4.0,2755.75,1460.0,0.18,1.359,496.03499999999997,14.0,True,Critical
1087269,1,1.64,2.96,55.4,9,30,233,A,Z,AZ,PERSONAL CARE,0,5.0,14.8,8.2,5402.0,2992.9999999999995,0.18,2.664,972.36,21.0,True,Reorder Now
1087270,1,1.1,2.94,37.5,7,27,232,A,Z,AZ,PERSONAL CARE,0,5.0,14.7,5.5,5365.5,2007.5,0.18,2.646,965.79,34.0,False,OK
1089044,1,1.28,2.68,47.9,7,26,221,A,Z,AZ,CLEANING,0,4.0,10.72,5.12,3912.8,1868.8,0.18,1.9296,704.304,38.0,False,OK
1089045,1,1.33,2.61,51.1,6,24,218,A,Z,AZ,CLEANING,0,4.0,10.44,5.32,3810.6,1941.8000000000002,0.18,1.8791999999999998,685.9079999999999,24.0,True,Reorder Now
1089046,1,1.64,3.1,52.8,8,30,238,A,Z,AZ,CLEANING,0,4.0,12.4,6.56,4526.0,2394.3999999999996,0.18,2.2319999999999998,814.68,31.0,False,OK
1089843,1,2.19,5.09,43.1,13,48,305,A,Y,AY,BREAD/BAKERY,1,1.5,7.635,3.285,2786.775,1199.025,0.08,0.6108,334.413,25.0,True,Reorder Now
1089844,1,1.92,4.02,47.7,11,39,271,A,Y,AY,BREAD/BAKERY,1,1.5,6.029999999999999,2.88,2200.95,1051.2,0.08,0.48239999999999994,264.1139999999999,37.0,True,Reorder Now
1091366,1,2.59,4.25,61.0,9,39,279,A,Z,AZ,GROCERY I,0,2.5,10.625,6.475,3878.125,2363.375,0.18,1.9124999999999999,698.0625,41.0,False,OK
1091367,1,6.53,7.12,91.7,60,110,360,A,Z,AZ,GROCERY I,0,2.5,17.8,16.325,6497.0,5958.625,0.18,3.204,1169.46,76.0,True,Reorder Now
1096235,1,1.89,3.48,54.3,10,35,252,A,Z,AZ,PERSONAL CARE,0,5.0,17.4,9.45,6350.999999999999,3449.2499999999995,0.18,3.1319999999999997,1143.1799999999998,25.0,True,Reorder Now
1102268,1,0.92,1.95,47.2,5,19,189,A,Z,AZ,PERSONAL CARE,0,5.0,9.75,4.6000000000000005,3558.75,1679.0000000000002,0.18,1.755,640.5749999999999,16.0,True,Reorder Now
1102976,1,1.21,1.96,62.0,5,19,189,A,Z,AZ,BEVERAGES,0,3.0,5.88,3.63,2146.2,1324.95,0.18,1.0584,386.31600000000003,8.0,True,Critical
1104598,1,1.32,3.14,42.2,9,31,239,A,Z,AZ,PERSONAL CARE,0,5.0,15.700000000000001,6.6000000000000005,5730.5,2409.0,0.18,2.826,1031.49,24.0,True,Reorder Now
1104599,1,2.12,3.28,64.8,15,38,245,A,Z,AZ,PERSONAL CARE,0,5.0,16.4,10.600000000000001,5985.999999999999,3869.0000000000005,0.18,2.9519999999999995,1077.4799999999998,25.0,True,Reorder Now
1104725,1,1.65,2.52,65.2,11,28,215,A,Z,AZ,BEVERAGES,0,3.0,7.5600000000000005,4.949999999999999,2759.4,1806.7499999999998,0.18,1.3608,496.692,22.0,True,Reorder Now
1105210,1,2.77,3.6,77.0,21,47,256,A,Z,AZ,GROCERY I,0,2.5,9.0,6.925,3285.0,2527.625,0.18,1.6199999999999999,591.3,26.0,True,Reorder Now
1105211,1,3.23,6.88,47.0,17,66,354,A,Z,AZ,GROCERY I,0,2.5,17.2,8.075,6278.0,2947.3749999999995,0.18,3.0959999999999996,1130.04,97.0,False,OK
1105212,1,6.26,9.56,65.5,45,112,418,A,Z,AZ,GROCERY I,0,2.5,23.900000000000002,15.649999999999999,8723.5,5712.249999999999,0.18,4.3020000000000005,1570.2300000000002,125.0,False,OK
1105228,1,1.39,1.95,71.2,10,23,189,A,Z,AZ,GROCERY I,0,2.5,4.875,3.4749999999999996,1779.375,1268.3749999999998,0.18,0.8775,320.28749999999997,28.0,False,OK
1109116,1,3.34,13.57,24.6,20,115,498,A,Z,AZ,BEVERAGES,0,3.0,40.71,10.02,14859.15,3657.2999999999997,0.18,7.3278,2674.647,155.0,False,OK
1109325,1,4.17,7.86,53.0,29,84,379,A,Y,AY,BEVERAGES,0,3.0,23.580000000000002,12.51,8606.7,4566.15,0.08,1.8864,688.5360000000001,84.0,True,Reorder Now
1109326,1,1.96,2.58,76.0,7,25,217,A,Z,AZ,BEVERAGES,0,3.0,7.74,5.88,2825.1,2146.2,0.18,1.3932,508.518,13.0,True,Reorder Now
1109389,1,3.34,6.98,47.9,17,66,357,A,Z,AZ,GROCERY I,0,2.5,17.450000000000003,8.35,6369.250000000001,3047.75,0.18,3.1410000000000005,1146.4650000000001,69.0,False,OK
1109390,1,2.08,3.21,64.8,10,33,242,A,Z,AZ,GROCERY I,0,2.5,8.025,5.2,2929.125,1898.0,0.18,1.4445000000000001,527.2425000000001,36.0,False,OK
1109391,1,1.27,2.98,42.6,8,29,233,A,Z,AZ,GROCERY I,0,2.5,7.45,3.175,2719.25,1158.875,0.18,1.341,489.465,38.0,False,OK
1112450,1,1.33,2.37,56.0,7,23,208,A,Y,AY,BEVERAGES,0,3.0,7.11,3.99,2595.15,1456.3500000000001,0.08,0.5688000000000001,207.61200000000002,21.0,True,Reorder Now
1112839,1,2.8,5.26,53.2,16,53,310,A,Y,AY,CLEANING,0,4.0,21.04,11.2,7679.599999999999,4087.9999999999995,0.08,1.6832,614.368,29.0,True,Reorder Now
1114566,1,5.5,6.28,87.6,32,76,339,A,Z,AZ,BEVERAGES,0,3.0,18.84,16.5,6876.6,6022.5,0.18,3.3912,1237.788,56.0,True,Reorder Now
1114567,1,5.99,7.72,77.6,40,94,375,A,Z,AZ,BEVERAGES,0,3.0,23.16,17.97,8453.4,6559.049999999999,0.18,4.1688,1521.612,79.0,True,Reorder Now
1114914,1,1.02,2.26,45.0,5,21,203,A,Y,AY,CLEANING,0,4.0,9.04,4.08,3299.6,1489.2,0.08,0.7232,263.96799999999996,25.0,False,OK
1116113,1,2.04,2.08,98.2,6,21,195,A,Z,AZ,GROCERY I,0,2.5,5.2,5.1,1898.0,1861.4999999999998,0.18,0.9359999999999999,341.64,23.0,False,OK
1117661,1,2.66,3.48,76.3,24,49,252,A,Z,AZ,BEVERAGES,0,3.0,10.44,7.98,3810.6,2912.7000000000003,0.18,1.8791999999999998,685.9079999999999,41.0,True,Reorder Now
1118775,1,3.03,3.52,86.2,12,36,253,A,Z,AZ,GROCERY I,0,2.5,8.8,7.574999999999999,3212.0000000000005,2764.8749999999995,0.18,1.584,578.1600000000001,57.0,False,OK
1121513,1,0.91,1.67,54.4,4,16,174,A,Y,AY,CLEANING,0,4.0,6.68,3.64,2438.2,1328.6000000000001,0.08,0.5344,195.05599999999998,18.0,False,OK
1121515,1,0.98,2.02,48.4,5,19,192,A,Z,AZ,CLEANING,0,4.0,8.08,3.92,2949.2,1430.8,0.18,1.4544,530.856,13.0,True,Reorder Now
1121615,1,1.98,3.75,52.8,10,36,262,A,Y,AY,DELI,1,4.5,16.875,8.91,6159.375,3252.15,0.08,1.35,739.1250000000001,19.0,True,Reorder Now
1121616,1,3.12,6.15,50.7,13,57,335,A,Z,AZ,DELI,1,4.5,27.675,14.040000000000001,10101.375,5124.6,0.18,4.9815,2727.37125,33.0,True,Reorder Now
1134971,1,1.96,2.68,73.0,9,28,221,A,Z,AZ,BEVERAGES,0,3.0,8.040000000000001,5.88,2934.6000000000004,2146.2,0.18,1.4472,528.2280000000001,19.0,True,Reorder Now
1137146,1,3.58,7.56,47.3,23,76,371,A,Z,AZ,GROCERY I,0,2.5,18.9,8.95,6898.499999999999,3266.7499999999995,0.18,3.4019999999999997,1241.7299999999998,45.0,True,Reorder Now
1143685,1,3.53,4.49,78.7,18,49,286,A,Z,AZ,BEVERAGES,0,3.0,13.47,10.59,4916.55,3865.35,0.18,2.4246,884.9789999999999,31.0,True,Reorder Now
1143691,1,1.25,1.97,63.6,5,19,190,A,Z,AZ,GROCERY I,0,2.5,4.925,3.125,1797.625,1140.625,0.18,0.8865,323.5725,14.0,True,Reorder Now
1145597,1,1.38,2.44,56.3,9,26,211,A,Z,AZ,BEVERAGES,0,3.0,7.32,4.14,2671.8,1511.1,0.18,1.3176,480.92400000000004,16.0,True,Reorder Now
1146496,1,9.49,31.45,30.2,78,298,758,A,Z,AZ,FROZEN FOODS,0,3.5,110.075,33.215,40177.375,12123.475,0.18,19.8135,7231.927500000001,440.0,False,OK
1146785,1,12.3,12.18,101.0,199,284,472,A,Z,AZ,GROCERY I,0,2.5,30.45,30.75,11114.25,11223.75,0.18,5.481,2000.565,141.0,True,Critical
1146786,1,5.09,8.34,61.1,30,88,390,A,Z,AZ,GROCERY I,0,2.5,20.85,12.725,7610.250000000001,4644.625,0.18,3.753,1369.845,91.0,False,OK
1146795,1,4.2,10.53,39.9,21,95,438,A,Y,AY,GROCERY I,0,2.5,26.325,10.5,9608.625,3832.5,0.08,2.106,768.6899999999999,85.0,True,Reorder Now
1146796,1,2.25,2.67,84.2,8,27,221,A,Z,AZ,GROCERY I,0,2.5,6.675,5.625,2436.375,2053.125,0.18,1.2015,438.5475,43.0,False,OK
1146797,1,1.57,2.93,53.7,9,30,231,A,Z,AZ,GROCERY I,0,2.5,7.325,3.9250000000000003,2673.625,1432.625,0.18,1.3185,481.2525,16.0,True,Reorder Now
1146800,1,2.48,5.12,48.4,23,59,306,A,Z,AZ,GROCERY I,0,2.5,12.8,6.2,4672.0,2263.0,0.18,2.304,840.9599999999999,52.0,True,Reorder Now
1146801,1,3.04,5.97,50.9,18,60,330,A,Z,AZ,GROCERY I,0,2.5,14.924999999999999,7.6,5447.625,2774.0,0.18,2.6864999999999997,980.5724999999999,94.0,False,OK
1146802,1,2.4,2.87,83.6,9,29,229,A,Z,AZ,GROCERY I,0,2.5,7.175000000000001,6.0,2618.8750000000005,2190.0,0.18,1.2915,471.39750000000004,42.0,False,OK
1146803,1,1.3,2.36,54.9,6,23,208,A,Y,AY,GROCERY I,0,2.5,5.8999999999999995,3.25,2153.5,1186.25,0.08,0.472,172.28,32.0,False,OK
1147495,1,3.1,4.79,64.7,15,48,296,A,Y,AY,GROCERY I,0,2.5,11.975,7.75,4370.875,2828.75,0.08,0.958,349.66999999999996,34.0,True,Reorder Now
1148812,1,5.89,8.96,65.7,38,100,404,A,Z,AZ,BEVERAGES,0,3.0,26.880000000000003,17.669999999999998,9811.2,6449.549999999999,0.18,4.8384,1766.016,61.0,True,Reorder Now
1149069,1,2.48,4.8,51.6,17,50,296,A,Z,AZ,PRODUCE,1,1.8,8.64,4.464,3153.6000000000004,1629.3600000000001,0.18,1.5552000000000001,851.472,60.0,False,OK
1149225,1,1.51,1.43,106.0,3,13,161,A,Z,AZ,CLEANING,0,4.0,5.72,6.04,2087.7999999999997,2204.6,0.18,1.0295999999999998,375.8039999999999,20.0,False,OK
1149579,1,1.15,2.39,48.0,6,22,209,A,Y,AY,BREAD/BAKERY,1,1.5,3.585,1.7249999999999999,1308.525,629.625,0.08,0.2868,157.023,23.0,False,OK
1150954,1,1.96,2.61,75.1,8,26,218,A,Z,AZ,BEVERAGES,0,3.0,7.83,5.88,2857.95,2146.2,0.18,1.4094,514.431,28.0,False,OK
1153584,1,5.55,15.55,35.7,45,153,533,A,Z,AZ,BEVERAGES,0,3.0,46.650000000000006,16.65,17027.250000000004,6077.249999999999,0.18,8.397,3064.905,113.0,True,Reorder Now
1157329,1,2.53,4.45,56.8,12,43,285,A,Z,AZ,GROCERY I,0,2.5,11.125,6.324999999999999,4060.625,2308.6249999999995,0.18,2.0025,730.9125,57.0,False,OK
1157462,1,3.18,7.16,44.5,18,69,361,A,Z,AZ,GROCERY I,0,2.5,17.9,7.95,6533.499999999999,2901.75,0.18,3.2219999999999995,1176.0299999999997,43.0,True,Reorder Now
1157561,1,2.9,9.22,31.5,18,83,410,A,Z,AZ,GROCERY I,0,2.5,23.05,7.25,8413.25,2646.25,0.18,4.149,1514.385,65.0,True,Reorder Now
1157564,1,4.39,9.14,48.1,30,94,408,A,Y,AY,GROCERY I,0,2.5,22.85,10.975,8340.25,4005.875,0.08,1.828,667.22,86.0,True,Reorder Now
1158719,1,2.4,2.65,90.6,10,29,220,A,Z,AZ,GROCERY I,0,2.5,6.625,6.0,2418.125,2190.0,0.18,1.1925,435.2625,29.0,True,Reorder Now
1158720,1,2.85,3.54,80.6,8,33,254,A,Z,AZ,GROCERY I,0,2.5,8.85,7.125,3230.25,2600.625,0.18,1.593,581.4449999999999,23.0,True,Reorder Now
1159413,1,1.43,3.06,46.8,9,30,236,A,Z,AZ,GROCERY I,0,2.5,7.65,3.5749999999999997,2792.25,1304.875,0.18,1.377,502.605,16.0,True,Reorder Now
1159414,1,1.64,3.65,44.9,8,34,258,A,Z,AZ,GROCERY I,0,2.5,9.125,4.1,3330.625,1496.4999999999998,0.18,1.6424999999999998,599.5124999999999,39.0,False,OK
1159415,1,0.94,1.33,70.6,3,12,156,A,Z,AZ,GROCERY I,0,2.5,3.325,2.3499999999999996,1213.625,857.7499999999999,0.18,0.5985,218.45250000000001,9.0,True,Reorder Now
1159597,1,3.97,3.58,110.7,21,46,256,A,Z,AZ,CLEANING,0,4.0,14.32,15.88,5226.8,5796.200000000001,0.18,2.5776,940.824,50.0,False,OK
1159726,1,2.53,5.26,48.0,13,50,310,A,Z,AZ,GROCERY I,0,2.5,13.149999999999999,6.324999999999999,4799.749999999999,2308.6249999999995,0.18,2.3669999999999995,863.9549999999998,29.0,True,Reorder Now
1159728,1,2.44,5.62,43.5,13,52,320,A,Y,AY,GROCERY I,0,2.5,14.05,6.1,5128.25,2226.5,0.08,1.124,410.26000000000005,51.0,True,Reorder Now
1160872,1,3.78,5.65,66.8,15,54,321,A,Z,AZ,GROCERY I,0,2.5,14.125,9.45,5155.625,3449.2499999999995,0.18,2.5425,928.0125,56.0,False,OK
1160873,1,2.6,5.52,47.1,14,52,317,A,Z,AZ,GROCERY I,0,2.5,13.799999999999999,6.5,5037.0,2372.5,0.18,2.4839999999999995,906.6599999999999,24.0,True,Critical
1161571,1,3.58,9.68,37.0,23,90,420,A,Z,AZ,GROCERY I,0,2.5,24.2,8.95,8833.0,3266.7499999999995,0.18,4.356,1589.94,72.0,True,Reorder Now
1161572,1,1.75,1.85,94.8,4,17,184,A,Z,AZ,GROCERY I,0,2.5,4.625,4.375,1688.125,1596.875,0.18,0.8325,303.8625,10.0,True,Reorder Now
1162382,1,4.53,14.4,31.5,29,130,513,A,Z,AZ,GROCERY I,0,2.5,36.0,11.325000000000001,13140.0,4133.625,0.18,6.4799999999999995,2365.2,62.0,True,Critical
1164290,1,1.87,3.93,47.7,9,37,268,A,Z,AZ,DAIRY,1,2.2,8.646,4.114000000000001,3155.7900000000004,1501.6100000000004,0.18,1.55628,852.0633000000001,59.0,False,OK
1165987,1,1.82,3.42,53.2,11,35,250,A,Z,AZ,GROCERY I,0,2.5,8.55,4.55,3120.7500000000005,1660.75,0.18,1.5390000000000001,561.735,28.0,True,Reorder Now
1165988,1,4.14,3.7,111.8,13,39,260,A,Y,AY,GROCERY I,0,2.5,9.25,10.35,3376.25,3777.75,0.08,0.74,270.1,54.0,False,OK
1165989,1,4.05,3.32,122.1,11,34,246,A,Z,AZ,GROCERY I,0,2.5,8.299999999999999,10.125,3029.4999999999995,3695.625,0.18,1.4939999999999998,545.31,24.0,True,Reorder Now
1166474,1,7.36,7.93,92.9,32,87,380,A,Z,AZ,BEVERAGES,0,3.0,23.79,22.080000000000002,8683.35,8059.200000000001,0.18,4.2822,1563.003,106.0,False,OK
1166475,1,5.85,10.84,54.0,24,100,445,A,Z,AZ,BEVERAGES,0,3.0,32.519999999999996,17.549999999999997,11869.8,6405.749999999999,0.18,5.853599999999999,2136.564,131.0,False,OK
1167544,1,4.38,3.1,141.3,11,32,238,A,Z,AZ,BEVERAGES,0,3.0,9.3,13.14,3394.5000000000005,4796.1,0.18,1.6740000000000002,611.0100000000001,36.0,False,OK
1167545,1,2.73,4.0,68.2,12,40,270,A,Z,AZ,BEVERAGES,0,3.0,12.0,8.19,4380.0,2989.35,0.18,2.16,788.4000000000001,39.0,True,Reorder Now
1168717,1,0.89,1.68,52.8,4,16,175,A,Z,AZ,GROCERY I,0,2.5,4.2,2.225,1533.0,812.125,0.18,0.756,275.94,14.0,True,Reorder Now
1171140,1,3.04,5.93,51.3,16,58,329,A,Y,AY,DAIRY,1,2.2,13.046000000000001,6.688000000000001,4761.790000000001,2441.1200000000003,0.08,1.0436800000000002,571.4148,47.0,True,Reorder Now
1173853,1,1.85,2.82,65.7,9,29,227,A,Z,AZ,GROCERY I,0,2.5,7.05,4.625,2573.25,1688.125,0.18,1.269,463.18499999999995,44.0,False,OK
1182733,1,4.4,5.54,79.5,22,61,318,A,Z,AZ,BEVERAGES,0,3.0,16.62,13.200000000000001,6066.3,4818.0,0.18,2.9916,1091.934,85.0,False,OK
1214325,1,0.96,1.82,52.9,5,17,182,A,Z,AZ,CLEANING,0,4.0,7.28,3.84,2657.2000000000003,1401.6,0.18,1.3104,478.296,26.0,False,OK
1222571,1,2.02,2.93,69.0,8,28,231,A,Z,AZ,PERSONAL CARE,0,5.0,14.65,10.1,5347.25,3686.5,0.18,2.637,962.505,15.0,True,Reorder Now
1228319,1,2.16,3.78,57.2,11,38,263,A,Y,AY,BEVERAGES,0,3.0,11.34,6.48,4139.1,2365.2000000000003,0.08,0.9072,331.128,49.0,False,OK
1229025,1,1.86,2.62,70.9,9,28,219,A,Z,AZ,PERSONAL CARE,0,5.0,13.100000000000001,9.3,4781.500000000001,3394.5000000000005,0.18,2.358,860.6700000000001,43.0,False,OK
1229028,1,2.15,3.4,63.1,12,35,249,A,Z,AZ,PERSONAL CARE,0,5.0,17.0,10.75,6205.0,3923.75,0.18,3.06,1116.9,22.0,True,Reorder Now
1239739,1,2.83,4.12,68.6,25,54,274,A,Z,AZ,DAIRY,1,2.2,9.064000000000002,6.226000000000001,3308.3600000000006,2272.4900000000002,0.18,1.6315200000000003,893.2572000000002,26.0,True,Critical
1239783,1,1.78,2.38,75.0,6,22,208,A,Y,AY,DAIRY,1,2.2,5.236,3.9160000000000004,1911.1399999999999,1429.3400000000001,0.08,0.41888,229.33679999999998,28.0,False,OK
1239785,1,1.69,2.86,59.1,9,29,229,A,Z,AZ,DAIRY,1,2.2,6.292,3.718,2296.58,1357.07,0.18,1.13256,620.0766000000001,32.0,False,OK
1239789,1,2.66,3.64,73.1,12,38,258,A,Z,AZ,DAIRY,1,2.2,8.008000000000001,5.852000000000001,2922.9200000000005,2135.9800000000005,0.18,1.44144,789.1884000000001,54.0,False,OK
